Campaign Name,Reach (Estimated),Date,CPC (Cost per Click),CTR (Clickthrough Rate),CPM (Cost per 1000 Impressions),Action Post Engagement,Cost Per Action Link Clicks,Frequency,Action Landing Page View,"Spend (Cost, Amount Spent)"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO,3619,2023-08-13,"1,206203","2,041871","24,629103",1425,"1,381014","1,06908",57,"95,29"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO,1755,2023-10-03,"1,445645","3,166496","45,776302",582,"2,24075","1,11567",31,"89,63"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO,1410,2023-09-27,"2,812813","2,008788","56,503453",471,"3,913478","1,129787",19,"90,01"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO,4696,2023-08-27,"0,975155","1,847267","18,013712",1366,"1,228442","1,118186",56,"94,59"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO,1856,2023-10-06,"2,073721","2,042755","42,361045",601,"3,074828","1,134159",19,"89,17"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO,4040,2023-08-26,"0,8491","2,278423","19,346093",1226,"1,306308","1,086386",49,"84,91"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO,2033,2023-10-05,"1,783878","2,137871","38,136998",672,"2,648788","1,127398",26,"87,41"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO,1783,2023-10-04,"2,312703","1,812837","41,925527",572,"4,074762","1,1447",11,"85,57"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO,3341,2023-08-31,"1,377538","1,757232","24,206542",967,"1,689434","1,107154",36,"89,54"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,3105,2023-08-06,"1,235513","2,079445","25,691816",1006,"1,78463","1,208052",42,"96,37"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,450,2023-08-11,"1,1625","1,694915","19,70339",113,"1,328571","1,048889",5,"9,3"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,2549,2023-07-26,"1,322794","2,269693","30,023364",816,"1,873958","1,175363",32,"89,95"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,473,2023-08-16,"0,838333","2,42915","20,364372",103,"1,676667","1,044397",2,"10,06"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,449,2023-08-10,"0,902727","2,240326","20,224033",105,"1,418571","1,093541",5,"9,93"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,3299,2023-08-07,"0,911782","2,54216","23,178958",1110,"1,315571","1,204304",55,"92,09"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,496,2023-08-06,"0,67125","3,007519","20,18797",123,"0,976364","1,072581",8,"10,74"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,3545,2023-08-17,"0,973077","2,283563","22,220828",1113,"1,526724","1,124118",40,"88,55"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,484,2023-08-15,"1,157778","1,8","20,84",108,"1,157778","1,033058",8,"10,42"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,3548,2023-08-11,"1,028571","2,147788","22,091537",1200,"1,393548","1,102311",49,"86,4"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,3206,2023-08-16,"1,318358","1,91538","25,251572",991,"1,698654","1,091079",42,"88,33"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,457,2023-08-07,"0,9175","2,489627","22,842324",114,"1,835","1,054705",5,"11,01"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,3445,2023-08-10,"1,193378","1,924577","22,96749",1112,"1,447705","1,11611",48,"88,31"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,563,2023-08-13,"1,194444","1,546392","18,47079",119,"1,791667","1,033748",6,"10,75"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,3819,2023-08-12,"0,899899","2,341533","21,071429",1224,"1,310147","1,107096",58,"89,09"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,3816,2023-08-08,"0,869709","2,359139","20,517636",1285,"1,148462","1,14413",62,"89,58"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,3642,2023-08-15,"0,858679","2,654646","22,794891",1158,"1,379091","1,096376",49,"91,02"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,443,2023-08-12,"0,987","2,178649","21,503268",105,"1,41","1,036117",2,"9,87"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,507,2023-08-14,"0,763571","2,636535","20,131827",118,"1,527143","1,047337",3,"10,69"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,484,2023-08-08,"2,55","0,78125","19,921875",113,"10,2","1,057851",,"10,2"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,462,2023-08-09,"1,111111","1,814516","20,16129",137,"1,25","1,073593",4,10
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,3839,2023-08-14,"0,942887","2,271131","21,414189",1120,"1,72566","1,112529",48,"91,46"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,4256,2023-08-13,"0,94901","2,154437","20,445819",1280,"1,29527","1,101504",61,"95,85"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,3268,2023-08-09,"1,059524","2,263541","23,982754",1176,"1,459016","1,135557",52,89
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,3920,2023-07-09,"1,216835","1,802007","21,927464",1289,"1,884902","1,118367",40,"96,13"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,3528,2023-07-04,"0,871765","2,538576","22,130413",1291,"1,154805","1,138889",53,"88,92"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,353,2023-07-04,"1,25875","2,179837","27,438692",103,"1,678333","1,03966",3,"10,07"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,3356,2023-07-05,"0,831792","2,808691","23,36248",1169,"1,116076","1,124553",58,"88,17"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,389,2023-07-05,"1,26375","1,995012","25,21197",93,"2,022","1,030848",4,"10,11"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,3252,2023-07-06,"1,511017","1,607629","24,291553",1098,"1,857292","1,128536",40,"89,15"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,409,2023-07-06,"0,984","2,369668","23,317536",95,"1,405714","1,031785",3,"9,84"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,3099,2023-07-07,"1,022941","2,467344","25,239478",1176,"1,317424","1,111649",56,"86,95"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,336,2023-07-07,"1,695","1,724138","29,224138",81,"2,5425","1,035714",4,"10,17"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,2973,2023-07-08,"1,25875","2,152466","27,09417",1056,"1,849592","1,125126",40,"90,63"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,383,2023-07-08,"1,615","1,534527","24,782609",93,"1,938","1,020888",4,"9,69"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,552,2023-07-03,"0,513","3,418803","17,538462",153,"1,026","1,059783",9,"10,26"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,344,2023-07-09,"1,048182","3,116147","32,66289",86,"2,306","1,026163",5,"11,53"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,3443,2023-07-10,"1,086941","2,183967","23,738438",1301,"1,592931","1,13041",46,"92,39"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,392,2023-07-10,"0,734667","3,597122","26,426859",106,"1,224444","1,063776",7,"11,02"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,3040,2023-07-11,"1,402344","1,886236","26,451518",1133,"1,994444","1,116118",39,"89,75"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,363,2023-07-11,"1,29375","2,077922","26,883117",104,"1,725","1,060606",4,"10,35"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,3086,2023-07-12,"0,839519","2,921348","24,525281",1036,"1,455167","1,153597",48,"87,31"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,324,2023-07-12,"3,193333","0,884956","28,259587",70,"4,79","1,046296",1,"9,58"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,2904,2023-07-13,"0,822336","3,219982","26,479085",1056,"1,157763","1,144284",59,"87,99"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,378,2023-07-13,"0,8025","2,919708","23,430657",99,"1,605","1,087302",5,"9,63"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,2543,2023-07-14,"1,22507","2,380154","29,158565",915,"1,581455","1,173024",50,"86,98"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,2558,2023-06-28,"1,223151","2,600641","31,809761",983,"1,440161","1,097342",44,"89,29"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,2796,2023-07-17,"0,80386","3,541473","28,468468",1085,"1,16","1,151288",62,"91,64"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,333,2023-06-23,"3,093333","0,879765","27,214076",93,"4,64","1,024024",2,"9,28"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,3278,2023-06-24,"1,286","2,122241","27,29202",1331,"1,418382","1,078096",54,"96,45"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,454,2023-06-24,"1,029","2,145923","22,081545",141,"1,28625","1,026432",7,"10,29"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,2920,2023-06-25,"1,014255","2,982234","30,247462",1211,"1,206835","1,079452",57,"95,34"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,386,2023-06-25,"1,203333","2,284264","27,48731",122,"1,805","1,020725",5,"10,83"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,2898,2023-06-26,"1,367164","2,151574","29,415543",1187,"1,552542","1,074534",53,"91,6"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,467,2023-06-26,"1,30375","1,684211","21,957895",131,"3,476667","1,017131",3,"10,43"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,2623,2023-06-27,"1,053294","2,86099","30,134635",1001,"1,377385","1,132673",49,"89,53"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,406,2023-06-27,"0,772308","2,974828","22,974828",114,"1,434286","1,076355",5,"10,04"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,337,2023-07-14,"3,15","0,824176","25,961538",88,"4,725","1,080119",2,"9,45"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,385,2023-06-28,"0,815833","3,030303","24,722222",114,"1,398571","1,028571",5,"9,79"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,2658,2023-06-29,"0,987978","3,035471","29,989768",1108,"1,293088","1,103085",56,"87,93"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,368,2023-06-29,"1,24375","2,072539","25,777202",102,"1,99","1,048913",4,"9,95"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,2689,2023-06-30,"1,511034","1,958798","29,598109",971,"1,991818","1,101153",33,"87,64"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,484,2023-06-30,"1,145556","1,796407","20,578842",138,"2,062","1,035124",5,"10,31"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,3211,2023-07-01,"1,091341","2,323604","25,358458",1231,"1,57","1,099035",43,"89,49"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,468,2023-07-01,"0,94","2,024292","19,02834",116,"1,342857","1,055556",6,"9,4"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,3673,2023-07-02,"1,226026","1,891368","23,188652",1355,"1,494219","1,122788",51,"95,63"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,567,2023-07-02,"0,991818","1,861252","18,460237",170,"1,558571","1,042328",5,"10,91"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,3895,2023-07-03,"0,652786","3,208066","20,941797",1431,"0,972234","1,120411",72,"91,39"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,2359,2023-07-31,"1,376418","2,425778","33,388849",814,"1,808235","1,170835",40,"92,22"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,2709,2023-06-23,"0,945","2,972973","28,094595",1103,"1,188","1,092654",60,"83,16"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,463,2023-07-26,"1,946","1,006036","19,577465",112,"2,4325","1,073434",3,"9,73"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,2503,2023-07-27,"1,206081","2,454395","29,60199",878,"1,652778","1,204555",32,"89,25"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,345,2023-07-27,"1,378571","1,842105","25,394737",84,"1,93","1,101449",4,"9,65"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,2329,2023-07-28,"1,195556","2,575107","30,786838",849,"1,831489","1,200515",41,"86,08"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,313,2023-07-28,"2,47","1,212121","29,939394",56,"4,94","1,054313",1,"9,88"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,2198,2023-07-29,"1,190405","2,725599","32,445672",863,"1,694038","1,235214",39,"88,09"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,422,2023-07-29,"0,877273","2,449889","21,492205",115,"3,216667","1,063981",3,"9,65"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,2725,2023-07-30,"1,203544","2,412951","29,040929",914,"1,533548","1,201468",57,"95,08"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,393,2023-07-30,"1,35375","1,900238","25,724466",100,"2,166","1,071247",4,"10,83"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,421,2023-07-25,"1,015","2,212389","22,455752",112,"2,03","1,073634",5,"10,15"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,468,2023-07-31,"1,073","2,008032","21,546185",98,"1,788333","1,064103",5,"10,73"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,2541,2023-08-01,"1,186053","2,525756","29,956796",870,"1,430794","1,184179",44,"90,14"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,444,2023-08-01,"2,046","1,046025","21,401674",89,"5,115","1,076577",2,"10,23"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,2458,2023-08-02,"1,076988","2,773137","29,866355",800,"1,46541","1,217657",45,"89,39"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,429,2023-08-02,"0,719286","2,972399","21,380042",87,"1,118889","1,097902",7,"10,07"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,2195,2023-08-03,"1,787","1,89179","33,806281",753,"2,127381","1,2041",34,"89,35"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,359,2023-08-03,"2,07","1,259446","26,070529",71,"5,175","1,10585",1,"10,35"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,2175,2023-08-04,"1,349846","2,431725","32,824542",775,"1,687308","1,228966",42,"87,74"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,332,2023-08-04,"1,391429","1,994302","27,749288",67,"1,948","1,057229",4,"9,74"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,2172,2023-08-05,"1,4465","2,229654","32,251951",766,"2,066429","1,23895",33,"86,79"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,281,2023-07-20,"1,348571","2,265372","30,550162",84,"1,573333","1,099644",3,"9,44"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,2272,2023-07-15,"1,203867","2,772643","33,378928",815,"1,703585","1,190581",45,"90,29"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,304,2023-07-15,"3,143333","0,923077","29,015385",85,"4,715","1,069079",1,"9,43"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,3100,2023-07-16,"1,006211","2,654373","26,708578",1162,"1,593167","1,154516",45,"95,59"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,318,2023-07-16,"1,41625","2,373887","33,620178",82,"2,8325","1,059748",3,"11,33"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,381,2023-07-17,"0,751429","3,535354","26,565657",102,"1,052","1,03937",7,"10,52"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,2931,2023-07-18,"0,765508","3,331451","25,502541",1022,"1,075357","1,208461",69,"90,33"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,364,2023-07-18,"0,605294","4,347826","26,317136",96,"1,029","1,074176",6,"10,29"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,2634,2023-07-19,"1,11519","2,448853","27,309361",944,"1,835417","1,224753",35,"88,1"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,377,2023-07-19,"1,15","2,238806","25,746269",89,"1,478571","1,066313",4,"10,35"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,2188,2023-07-20,"1,1764","2,795378","32,88483",757,"1,918043","1,226234",41,"88,23"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,373,2023-08-05,"3,02","0,731707","22,097561",84,"4,53","1,099196",2,"9,06"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,2307,2023-07-21,"1,394286","2,28013","31,791531",837,"1,792653","1,197659",41,"87,84"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,370,2023-07-21,"1,395714","1,724138","24,064039",89,"1,954","1,097297",5,"9,77"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,2560,2023-07-22,"1,33","2,198884","29,245159",880,"1,713654","1,190234",43,"89,11"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,400,2023-07-22,"1,335714","1,62413","21,693736",98,"1,558333","1,0775",4,"9,35"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,3245,2023-07-23,"1,024839","2,40062","24,602478",1109,"1,537258","1,193837",50,"95,31"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,429,2023-07-23,"1,065455","2,37069","25,258621",98,"1,674286","1,081585",5,"11,72"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,2553,2023-07-24,"1,3","2,369036","30,797464",894,"1,775","1,173913",43,"92,3"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,376,2023-07-24,"0,855833","3,030303","25,934343",94,"2,5675","1,053191",2,"10,27"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,2208,2023-07-25,"1,302319","2,664093","34,694981",771,"1,872083","1,173007",47,"89,86"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,290,2023-10-01,"2,26","1,607717","36,334405",62,"5,65","1,072414",2,"11,3"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,252,2023-09-27,"2,4825","1,449275","35,978261",40,"4,965","1,095238",1,"9,93"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,1668,2023-09-28,"1,930444","2,403846","46,404915",474,"2,632424","1,122302",29,"86,87"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,170,2023-09-28,"4,705","1,098901","51,703297",30,"9,41","1,070588",1,"9,41"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,1597,2023-09-29,"1,967174","2,523313","49,637959",529,"2,585429","1,141515",26,"90,49"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,193,2023-09-29,"1,835","2,884615","52,932692",41,"2,202","1,07772",3,"11,01"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,1515,2023-09-30,"2,060732","2,424601","49,964518",561,"2,346944","1,116172",30,"84,49"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,207,2023-09-30,"2,04","1,826484","37,260274",42,"2,72","1,057971",3,"8,16"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,2329,2023-10-01,"1,847547","2,019817","37,317073",854,"2,448","1,126664",29,"97,92"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,1516,2023-09-27,"2,2165","2,352941","52,152941",494,"2,86","1,121372",24,"88,66"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,2464,2023-10-02,"1,465714","2,304316","33,774689",732,"2,198571","1,109578",31,"92,34"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,249,2023-10-02,"3,766667","1,06383","40,070922",54,"3,766667","1,13253",3,"11,3"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,2183,2023-10-03,"1,706154","2,134647","36,420361",661,"2,464444","1,115896",24,"88,72"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,253,2023-10-03,"3,89","1,003344","39,0301",56,"11,67","1,181818",1,"11,67"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,2308,2023-10-04,"1,564727","2,137583","33,447338",672,"2,390556","1,114818",24,"86,06"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,270,2023-10-04,"3,09","1,045296","32,299652",44,"3,09","1,062963",2,"9,27"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,2294,2023-10-05,"1,641296","2,092212","34,339403",658,"2,532286","1,125109",29,"88,63"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,311,2023-10-05,"1,02","2,710843","27,650602",70,"2,295","1,067524",3,"9,18"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,269,2023-09-26,"1,457143","2,341137","34,113712",71,"3,4","1,111524",2,"10,2"
