Campaign Name,Reach (Estimated),Date,CPC (Cost per Click),CTR (Clickthrough Rate),CPM (Cost per 1000 Impressions),Action Post Engagement,Cost Per Action Link Clicks,Frequency,Action Landing Page View,"Spend (Cost, Amount Spent)"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,360,2023-05-19,"2,062222","1,546392","31,890034",8,"3,093333","1,616667",4,"18,56"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,479,2023-06-05,"0,904167","3,319502","30,013831",12,"2,411111","1,509395",7,"21,7"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,263,2023-09-21,"2,107143","1,928375","40,633609",5,"3,6875","1,380228",2,"14,75"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,342,2023-05-10,"1,304","2,542373","33,152542",7,"3,26","1,725146",5,"19,56"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,625,2023-06-02,"0,91","2,473498","22,508834",17,"2,123333","1,3584",6,"19,11"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,377,2023-05-18,"1,743636","1,737757","30,300158",8,"6,393333","1,679045",1,"19,18"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,341,2023-08-15,"1,382727","2,301255","31,820084",10,"1,69","1,40176",4,"15,21"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,359,2023-08-13,"1,524545","2,178218","33,207921",9,"2,795","1,406685",6,"16,77"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,425,2023-05-08,"1,215882","2,357836","28,668516",11,"5,1675","1,696471",3,"20,67"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,367,2023-08-14,"1,91375","1,459854","27,937956",7,"5,103333","1,493188",3,"15,31"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,250,2023-09-19,"2,466667","1,764706","43,529412",5,"4,933333","1,36",3,"14,8"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,596,2023-06-03,"2,711429","0,794552","21,5437",7,"6,326667","1,478188",3,"18,98"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,314,2023-09-03,"1,443636","2,48307","35,846501",7,"2,646667","1,410828",5,"15,88"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,315,2023-09-04,"1,3225","2,614379","34,575163",11,"1,763333","1,457143",8,"15,87"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,237,2023-09-06,"2,19","1,767677","38,712121",4,"5,11","1,670886",3,"15,33"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,289,2023-08-12,"1,318182","2,98913","39,402174",9,"2,9","1,273356",3,"14,5"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,399,2023-05-20,"1,680769","2,155887","36,235489",15,"4,37","1,511278",3,"21,85"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,639,2023-06-04,"1,111667","1,956522","21,75",11,"3,335","1,43975",3,"20,01"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,304,2023-09-20,"0,862778","4,008909","34,587973",15,"1,294167","1,476974",11,"15,53"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,418,2023-05-09,"1,294","2,245509","29,056886",12,"1,6175","1,598086",10,"19,41"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,374,2023-05-14,"1,313125","2,56","33,616",11,"3,001429","1,671123",5,"21,01"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,239,2023-08-31,"1,019375","5,079365","51,777778",12,"1,482727","1,317992",7,"16,31"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,379,2023-09-09,"1,297273","1,933216","25,079086",11,"1,585556","1,501319",7,"14,27"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,554,2023-05-28,"0,992857","2,59901","25,804455",15,"2,60625","1,458484",5,"20,85"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,276,2023-09-14,"1,732222","2,380952","41,243386",9,"1,94875","1,369565",9,"15,59"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,330,2023-08-23,"1,2575","2,625821","33,019694",12,"1,676667","1,384848",8,"15,09"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,465,2023-05-23,"1,345625","2,325581","31,293605",13,"2,69125","1,47957",7,"21,53"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,297,2023-08-30,"1,518","2,631579","39,947368",8,"3,036","1,279461",5,"15,18"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,304,2023-09-13,"1,159231","2,961276","34,328018",14,"1,674444","1,444079",9,"15,07"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,396,2023-08-24,"0,95125","2,744425","26,106346",13,"1,383636","1,472222",8,"15,22"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,471,2023-05-27,"1,707273","1,598837","27,296512",10,"3,756","1,460722",4,"18,78"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,376,2023-05-16,"0,96381","3,571429","34,421769",13,"5,06","1,56383",2,"20,24"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,387,2023-08-22,"1,393636","1,960784","27,326203",11,"2,555","1,449612",3,"15,33"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,317,2023-09-12,"1,121429","3,030303","33,982684",7,"2,242857","1,457413",6,"15,7"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,318,2023-08-29,"1,86875","1,750547","32,713348",6,"4,983333","1,437107",2,"14,95"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,303,2023-08-25,"1,8275","1,918465","35,059952",7,"2,924","1,376238",3,"14,62"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,370,2023-09-10,"2,696667","1,079137","29,100719",9,"3,236","1,502703",5,"16,18"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,445,2023-05-24,"0,843913","3,347889","28,253275",21,"1,941","1,54382",5,"19,41"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,476,2023-05-26,"0,866087","3,262411","28,255319",17,"2,49","1,481092",8,"19,92"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,386,2023-08-26,"1,76625","1,515152","26,761364",6,"2,826","1,367876",2,"14,13"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,335,2023-08-28,"2,0025","1,705757","34,157783",6,"3,204","1,4",5,"16,02"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,343,2023-09-11,"0,734091","4,238921","31,117534",20,"1,009375","1,51312",11,"16,15"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,383,2023-08-27,"3,284","0,956023","31,395794",5,"5,473333","1,365535",3,"16,42"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,467,2023-05-25,"0,9685","2,728513","26,425648",12,"2,767143","1,569593",5,"19,37"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,572,2023-05-30,"1,364","1,748252","23,846154",15,"4,092","1,5",4,"20,46"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,577,2023-06-01,"1,001429","2,536232","25,398551",14,"2,103","1,435009",7,"21,03"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,315,2023-09-18,"1,646","2,164502","35,627706",8,"2,743333","1,466667",4,"16,46"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,266,2023-08-17,"1,705556","2,571429","43,857143",8,"3,07","1,315789",3,"15,35"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,318,2023-05-11,"1,286667","3,05499","39,307536",8,"4,825","1,544025",3,"19,3"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,266,2023-09-02,"1,12","3,149606","35,275591",10,"1,493333","1,432331",9,"13,44"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,319,2023-05-21,"0,885","4,878049","43,170732",20,"1,77","1,413793",9,"19,47"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,312,2023-08-18,"2,431667","1,247401","30,33264",5,"3,6475","1,541667",3,"14,59"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,528,2023-05-31,"1,538462","1,71504","26,385224",14,"6,666667","1,435606",4,20
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,298,2023-09-17,"2,02","1,797753","36,314607",7,"2,693333","1,493289",5,"16,16"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,391,2023-05-12,"1,61","1,92","30,912",14,"3,864","1,598465",5,"19,32"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,264,2023-08-19,"1,415","2,724796","38,555858",9,"1,76875","1,390152",6,"14,15"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,260,2023-09-07,"3,052","1,278772","39,028133",7,"5,086667","1,503846",3,"15,26"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,277,2023-09-16,"1,922857","1,654846","31,820331",5,"3,365","1,527076",4,"13,46"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,385,2023-05-17,"1,471538","2,056962","30,268987",9,"6,376667","1,641558",1,"19,13"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,329,2023-08-20,"1,629","2,192982","35,723684",10,"1,81","1,386018",6,"16,29"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,279,2023-09-01,"1,173333","3,02267","35,465995",13,"1,28","1,422939",9,"14,08"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,335,2023-09-08,"0,929375","3,232323","30,040404",16,"1,487","1,477612",8,"14,87"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,279,2023-09-15,"2,034286","1,866667","37,973333",7,"4,746667","1,344086",3,"14,24"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,442,2023-05-22,"1,734615","1,966717","34,114977",11,"3,758333","1,495475",5,"22,55"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,354,2023-08-21,"1,746667","1,803607","31,503006",9,"2,62","1,409605",6,"15,72"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,594,2023-05-29,"1,585385","1,551313","24,594272",10,"2,57625","1,410774",7,"20,61"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,376,2023-05-13,"1,754167","1,877934","32,942097",11,"4,21","1,699468",4,"21,05"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,402,2023-07-18,"1,285","1,892744","24,321767",8,"3,084","1,577114",4,"15,42"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,202,2023-10-05,"3,75","1,360544","51,020408",3,15,"1,455446",1,15
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,427,2023-04-27,"1,242","2,34375","29,109375",12,"2,32875","1,498829",6,"18,63"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,369,2023-07-13,"2,11","1,372549","28,960784",6,"4,923333","1,382114",3,"14,77"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,276,2023-10-04,"2,594","1,262626","32,752525",4,"12,97","1,434783",,"12,97"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,371,2023-07-02,"1,176429","2,661597","31,311787",10,"2,05875","1,41779",7,"16,47"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,325,2023-07-14,"1,618889","1,902748","30,803383",6,"14,57","1,455385",1,"14,57"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,468,2023-06-15,"2,207778","1,317716","29,09224",5,"9,935","1,459402",1,"19,87"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,236,2023-10-14,"7,035","0,623053","43,831776",1,,"1,360169",,"14,07"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,331,2023-10-03,"2,555","1,165049","29,76699",7,"5,11","1,555891",2,"15,33"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,338,2023-07-15,"1,79625","1,847575","33,187067",6,"14,37","1,281065",,"14,37"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,389,2023-04-28,"0,806522","3,945111","31,818182",19,"1,545833","1,498715",8,"18,55"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,453,2023-07-16,"1,801111","1,388889","25,015432",4,"8,105","1,430464",2,"16,21"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,464,2023-04-29,"1,571538","1,867816","29,353448",11,"2,918571","1,5",5,"20,43"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,260,2023-10-02,"0,811","5,167959","41,912145",16,"1,158571","1,488462",10,"16,22"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,395,2023-07-17,"0,6288","4,295533","27,010309",19,"1,048","1,473418",11,"15,72"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,318,2023-07-12,"1,265","2,721088","34,421769",7,"3,795","1,386792",3,"15,18"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,446,2023-06-14,"1,966","1,560062","30,670827",6,"4,915","1,43722",4,"19,66"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,3,2023-04-18,,0,"73,333333",,,1,,"0,22"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,269,2023-10-01,"1,712","2,48139","42,48139",7,"2,853333","1,498141",5,"17,12"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,314,2023-07-19,"1,82375","1,680672","30,651261",7,"2,918","1,515924",3,"14,59"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,360,2023-07-01,"1,35","2,053388","27,720739",8,"2,25","1,352778",3,"13,5"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,571,2023-04-30,"1,505","1,585504","23,861835",14,"3,01","1,54641",4,"21,07"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,357,2023-07-20,"1,254167","1,993355",25,11,"2,15","1,686275",5,"15,05"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,238,2023-09-30,"2,704","1,547988","41,857585",4,"4,506667","1,357143",2,"13,52"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,329,2023-07-21,"1,625556","1,648352","26,794872",7,"4,876667","1,659574",2,"14,63"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,590,2023-06-13,"1,948","1,169591","22,783626",9,"3,246667","1,449153",4,"19,48"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,314,2023-10-15,"1,33","2,714932","36,108597",9,"2,28","1,407643",4,"15,96"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,613,2023-05-01,"1,458571","1,398601","20,3996",10,"3,403333","1,632953",5,"20,42"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,378,2023-07-22,"1,478","1,694915","25,050847",8,"2,956","1,560847",2,"14,78"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,235,2023-09-29,"2,08","2,160494","44,938272",7,"2,912","1,378723",3,"14,56"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,337,2023-07-08,"1,15","2,464066","28,336756",9,"1,971429","1,445104",6,"13,8"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,215,2023-10-12,"1,105714","4,242424","46,909091",9,"2,58","1,534884",6,"15,48"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,269,2023-04-20,"1,085","3,341289","36,252983",7,"3,7975","1,557621",3,"15,19"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,415,2023-07-04,"3,8225","0,620155","23,705426",6,"15,29","1,554217",,"15,29"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,220,2023-10-11,"1,613333","2,59366","41,84438",8,"3,63","1,577273",3,"14,52"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,298,2023-04-21,"0,716","4,366812","31,266376",16,"1,432","1,536913",7,"14,32"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,398,2023-07-05,"0,704762","3,583618","25,255973",19,"1,48","1,472362",9,"14,8"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,396,2023-07-03,"1,96125","1,398601","27,43007",6,"5,23","1,444444",2,"15,69"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,480,2023-06-18,"1,187222","2,542373","30,183616",13,"3,052857","1,475",4,"21,37"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,403,2023-07-06,"2,301429","1,223776","28,164336",6,"2,685","1,419355",5,"16,11"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,227,2023-10-10,"3,895","1,169591","45,555556",4,"5,193333","1,506608",2,"15,58"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,304,2023-04-22,"1,096429","3,333333","36,547619",10,"1,91875","1,381579",8,"15,35"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,361,2023-07-07,"1,094615","2,367942","25,919854",10,"4,743333","1,520776",3,"14,23"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,224,2023-10-09,"2,221429","2,250804",50,2,"7,775","1,388393",2,"15,55"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,411,2023-04-23,"0,839286","2,401372","20,154374",12,"1,958333","1,418491",3,"11,75"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,371,2023-06-30,"1,285833","2,230483","28,680297",10,"3,086","1,450135",3,"15,43"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,543,2023-06-17,"1,442857","1,834862","26,474443",10,"3,366667","1,405157",5,"20,2"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,360,2023-04-19,"0,9468","3,834356","36,303681",16,"2,63","1,811111",4,"23,67"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,241,2023-10-08,"16,51","0,277778","45,861111",2,"16,51","1,493776",1,"16,51"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,380,2023-07-09,"1,450909","2,10325","30,516252",14,"2,66","1,376316",3,"15,96"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,496,2023-04-24,"0,693913","3,565891","24,744186",14,"1,773333","1,300403",6,"15,96"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,254,2023-10-07,"1,62","2,578797","41,776504",9,"2,43","1,374016",6,"14,58"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,401,2023-07-10,"1,465455","1,880342","27,555556",9,"2,686667","1,458853",5,"16,12"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,248,2023-10-13,"1,632222","2,34375","38,255208",6,"2,938","1,548387",4,"14,69"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,435,2023-04-25,"0,919412","2,702703","24,848967",13,"1,736667","1,445977",6,"15,63"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,177,2023-10-06,"3,795","1,587302","60,238095",5,"5,06","1,423729",3,"15,18"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,392,2023-07-11,"0,811053","3,429603","27,815884",17,"1,284167","1,413265",8,"15,41"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,424,2023-06-19,"1,984","1,650165","32,739274",10,"3,968","1,429245",3,"19,84"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,464,2023-06-16,"3,912","0,739645","28,934911",4,"6,52","1,456897",2,"19,56"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,405,2023-04-26,"1,100714","2,24","24,656",15,"1,92625","1,54321",6,"15,41"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,517,2023-06-08,"1,072105","2,592087","27,789905",17,"1,6975","1,417795",11,"20,37"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,434,2023-05-04,"1,344667","2,1398","28,773181",13,"3,361667","1,615207",4,"20,17"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,426,2023-07-23,"0,778095","3,167421","24,645551",16,"2,0425","1,556338",8,"16,34"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,282,2023-09-25,"2,638333","1,445783","38,144578",5,"3,166","1,471631",5,"15,83"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,362,2023-08-02,"1,512","1,766784","26,713781",6,"3,024","1,563536",4,"15,12"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,385,2023-06-21,"1,773636","1,953819","34,653641",9,"4,8775","1,462338",3,"19,51"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,468,2023-06-09,"1,422143","2,180685","31,012461",10,"4,9775","1,371795",3,"19,91"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,399,2023-06-26,"2,552857","1,184433","30,236887",4,"5,956667","1,481203",3,"17,87"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,400,2023-06-25,"2,111","1,72117","36,333907",11,"3,015714","1,4525",2,"21,11"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,350,2023-08-03,"1,331818","2,025783","26,979742",8,"2,441667","1,551429",5,"14,65"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,412,2023-05-05,"1,58","1,775148","28,047337",8,"3,792","1,640777",2,"18,96"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,343,2023-08-04,"1,586667","1,836735","29,142857",8,"2,04","1,428571",7,"14,28"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,328,2023-09-24,"2,02125","1,649485","33,340206",9,"2,02125","1,478659",7,"16,17"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,327,2023-08-05,"1,469","2,145923","31,523605",6,"2,448333","1,425076",5,"14,69"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,560,2023-10-20,"4,464545","1,231803","54,994401",13,"5,456667","1,594643",8,"49,11"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,381,2023-08-01,"1,362727","1,858108","25,320946",8,"4,996667","1,553806",2,"14,99"
